Worker_ID,Worker_Type,Home_Store_ID,Employment_Type,Home_Shift,Experience_Band,Join_Date,Weekly_Off_Day,Active_Flag
R_DS004_115,Rider,DS004,Gig,Night,Experienced,2026-06-08,3,True
R_DS004_116,Rider,DS004,Gig,Morning,Experienced,2025-04-29,4,True
R_DS004_117,Rider,DS004,Gig,Evening,Experienced,2026-03-01,5,True
R_DS004_118,Rider,DS004,Regular,Night,Experienced,2025-02-27,6,True
R_DS004_119,Rider,DS004,Regular,Morning,Senior,2025-12-15,7,True
R_DS004_120,Rider,DS004,Gig,Evening,Experienced,2025-10-11,1,True
R_DS004_121,Rider,DS004,Gig,Night,Senior,2025-09-19,2,True
R_DS004_122,Rider,DS004,Gig,Morning,Senior,2024-08-07,3,True
R_DS004_123,Rider,DS004,Gig,Evening,Experienced,2025-07-06,4,True
R_DS004_124,Rider,DS004,Gig,Night,Experienced,2024-10-17,5,True
R_DS004_125,Rider,DS004,Gig,Morning,Experienced,2025-02-27,6,True
R_DS004_126,Rider,DS004,Gig,Evening,Experienced,2025-01-01,7,True
R_DS004_127,Rider,DS004,Gig,Night,New,2025-07-04,1,True
R_DS004_128,Rider,DS004,Gig,Morning,Experienced,2025-01-09,2,True
R_DS004_129,Rider,DS004,Gig,Evening,Senior,2025-06-06,3,True
R_DS004_130,Rider,DS004,Gig,Night,Experienced,2025-10-30,4,True
R_DS004_131,Rider,DS004,Gig,Morning,Experienced,2026-01-20,5,True
R_DS004_132,Rider,DS004,Gig,Evening,Experienced,2024-10-03,6,True
R_DS004_133,Rider,DS004,Gig,Night,Experienced,2026-03-13,7,True
R_DS004_134,Rider,DS004,Gig,Morning,Experienced,2025-03-07,1,True
R_DS004_135,Rider,DS004,Gig,Evening,Experienced,2025-11-09,2,True
R_DS004_136,Rider,DS004,Gig,Night,Experienced,2024-10-23,3,True
R_DS004_137,Rider,DS004,Gig,Morning,Experienced,2026-01-25,4,True
R_DS004_138,Rider,DS004,Regular,Evening,Experienced,2025-05-07,5,True
R_DS004_139,Rider,DS004,Gig,Night,Senior,2025-09-27,6,True
R_DS004_140,Rider,DS004,Gig,Morning,New,2025-06-18,7,True
R_DS004_141,Rider,DS004,Gig,Evening,Senior,2024-08-23,1,True
R_DS004_142,Rider,DS004,Gig,Night,New,2025-02-25,2,True
R_DS004_143,Rider,DS004,Gig,Morning,Experienced,2026-05-26,3,True
R_DS004_144,Rider,DS004,Gig,Evening,Senior,2026-05-27,4,True
R_DS004_145,Rider,DS004,Gig,Night,Senior,2025-11-18,5,True
R_DS004_146,Rider,DS004,Gig,Morning,Senior,2025-12-20,6,True
R_DS004_147,Rider,DS004,Gig,Evening,Experienced,2026-01-10,7,True
R_DS004_148,Rider,DS004,Regular,Night,Experienced,2026-05-21,1,True
R_DS004_149,Rider,DS004,Regular,Morning,Experienced,2025-05-02,2,True
R_DS004_150,Rider,DS004,Gig,Evening,Experienced,2024-09-01,3,True
R_DS004_151,Rider,DS004,Gig,Night,New,2025-11-22,4,True
R_DS004_152,Rider,DS004,Gig,Morning,Experienced,2025-07-26,5,True
R_DS004_153,Rider,DS004,Regular,Evening,Experienced,2024-11-24,6,True
R_DS004_154,Rider,DS004,Gig,Night,Experienced,2024-12-15,7,True
R_DS004_155,Rider,DS004,Gig,Morning,Experienced,2025-06-20,1,True
R_DS004_156,Rider,DS004,Gig,Evening,Experienced,2025-06-29,2,True
R_DS004_157,Rider,DS004,Gig,Night,Senior,2025-11-02,3,True
R_DS004_158,Rider,DS004,Gig,Morning,Experienced,2025-07-22,4,True
R_DS004_159,Rider,DS004,Gig,Evening,Experienced,2025-07-22,5,True
R_DS004_160,Rider,DS004,Gig,Night,Experienced,2025-08-26,6,True
P_DS005_001,Picker,DS005,Regular,Night,New,2025-03-28,1,True
P_DS005_002,Picker,DS005,Regular,Morning,Experienced,2025-08-16,2,True
P_DS005_003,Picker,DS005,Regular,Evening,New,2025-01-04,3,True
P_DS005_004,Picker,DS005,Regular,Night,Experienced,2025-07-04,4,True
P_DS005_005,Picker,DS005,Regular,Morning,Experienced,2026-03-13,5,True
P_DS005_006,Picker,DS005,Regular,Evening,Senior,2025-01-06,6,True
P_DS005_007,Picker,DS005,Regular,Night,Experienced,2026-04-25,7,True
P_DS005_008,Picker,DS005,Regular,Morning,New,2025-11-04,1,True
P_DS005_009,Picker,DS005,Regular,Evening,Experienced,2025-04-26,2,True
P_DS005_010,Picker,DS005,Regular,Night,New,2024-11-17,3,True
P_DS005_011,Picker,DS005,Regular,Morning,New,2024-06-19,4,True
P_DS005_012,Picker,DS005,Regular,Evening,Experienced,2024-06-29,5,True
P_DS005_013,Picker,DS005,Regular,Night,Experienced,2026-02-12,6,True
P_DS005_014,Picker,DS005,Regular,Morning,Senior,2025-04-15,7,True
P_DS005_015,Picker,DS005,Regular,Evening,New,2026-06-01,1,True
P_DS005_016,Picker,DS005,Regular,Night,Experienced,2025-09-14,2,True
P_DS005_017,Picker,DS005,Regular,Morning,New,2024-06-01,3,True
P_DS005_018,Picker,DS005,Regular,Evening,New,2026-02-16,4,True
P_DS005_019,Picker,DS005,Regular,Night,Experienced,2025-08-06,5,True
P_DS005_020,Picker,DS005,Regular,Morning,Experienced,2025-10-09,6,True
P_DS005_021,Picker,DS005,Regular,Evening,Senior,2025-07-31,7,True
P_DS005_022,Picker,DS005,Regular,Night,Experienced,2026-04-01,1,True
P_DS005_023,Picker,DS005,Regular,Morning,Experienced,2025-03-20,2,True
P_DS005_024,Picker,DS005,Regular,Evening,Experienced,2024-04-02,3,True
P_DS005_025,Picker,DS005,Regular,Night,Experienced,2026-04-11,4,True
P_DS005_026,Picker,DS005,Regular,Morning,New,2026-01-29,5,True
P_DS005_027,Picker,DS005,Regular,Evening,New,2025-01-14,6,True
P_DS005_028,Picker,DS005,Regular,Night,Experienced,2025-09-15,7,True
P_DS005_029,Picker,DS005,Regular,Morning,Senior,2024-07-14,1,True
P_DS005_030,Picker,DS005,Regular,Evening,Senior,2025-06-08,2,True
R_DS005_001,Rider,DS005,Gig,Night,Experienced,2025-11-07,1,True
R_DS005_002,Rider,DS005,Gig,Morning,Experienced,2024-10-13,2,True
R_DS005_003,Rider,DS005,Gig,Evening,Senior,2025-01-01,3,True
R_DS005_004,Rider,DS005,Gig,Night,Experienced,2024-09-30,4,True
R_DS005_005,Rider,DS005,Gig,Morning,Senior,2024-11-16,5,True
R_DS005_006,Rider,DS005,Gig,Evening,Senior,2025-09-13,6,True
R_DS005_007,Rider,DS005,Gig,Night,New,2025-06-19,7,True
R_DS005_008,Rider,DS005,Gig,Morning,New,2026-02-27,1,True
R_DS005_009,Rider,DS005,Gig,Evening,Experienced,2026-02-22,2,True
R_DS005_010,Rider,DS005,Gig,Night,Experienced,2026-03-02,3,True
R_DS005_011,Rider,DS005,Gig,Morning,Experienced,2025-04-06,4,True
R_DS005_012,Rider,DS005,Gig,Evening,Senior,2024-09-15,5,True
R_DS005_013,Rider,DS005,Gig,Night,Experienced,2026-04-13,6,True
R_DS005_014,Rider,DS005,Gig,Morning,Experienced,2026-01-10,7,True
R_DS005_015,Rider,DS005,Gig,Evening,Senior,2024-12-04,1,True
R_DS005_016,Rider,DS005,Gig,Night,New,2026-06-07,2,True
R_DS005_017,Rider,DS005,Gig,Morning,Senior,2026-02-28,3,True
R_DS005_018,Rider,DS005,Gig,Evening,Experienced,2026-03-21,4,True
R_DS005_019,Rider,DS005,Gig,Night,Senior,2026-02-21,5,True
R_DS005_020,Rider,DS005,Regular,Morning,Senior,2026-05-15,6,True
R_DS005_021,Rider,DS005,Gig,Evening,Experienced,2025-10-17,7,True
R_DS005_022,Rider,DS005,Gig,Night,Senior,2024-09-21,1,True
R_DS005_023,Rider,DS005,Gig,Morning,Experienced,2025-05-28,2,True
R_DS005_024,Rider,DS005,Regular,Evening,Experienced,2025-02-09,3,True
R_DS005_025,Rider,DS005,Gig,Night,Experienced,2024-12-05,4,True
R_DS005_026,Rider,DS005,Gig,Morning,New,2025-05-16,5,True
R_DS005_027,Rider,DS005,Gig,Evening,Experienced,2024-12-04,6,True
R_DS005_028,Rider,DS005,Gig,Night,Senior,2025-05-12,7,True
R_DS005_029,Rider,DS005,Gig,Morning,Experienced,2025-09-24,1,True
R_DS005_030,Rider,DS005,Gig,Evening,Experienced,2026-01-27,2,True
R_DS005_031,Rider,DS005,Gig,Night,Experienced,2026-03-11,3,True
R_DS005_032,Rider,DS005,Gig,Morning,Experienced,2025-09-10,4,True
R_DS005_033,Rider,DS005,Gig,Evening,New,2025-11-09,5,True
R_DS005_034,Rider,DS005,Regular,Night,Senior,2024-11-03,6,True
R_DS005_035,Rider,DS005,Gig,Morning,Experienced,2025-11-24,7,True
R_DS005_036,Rider,DS005,Gig,Evening,Senior,2025-01-09,1,True
R_DS005_037,Rider,DS005,Regular,Night,New,2025-05-28,2,True
R_DS005_038,Rider,DS005,Gig,Morning,New,2026-04-13,3,True
R_DS005_039,Rider,DS005,Gig,Evening,Senior,2024-10-17,4,True
R_DS005_040,Rider,DS005,Gig,Night,New,2025-06-12,5,True
R_DS005_041,Rider,DS005,Gig,Morning,Experienced,2025-08-31,6,True
R_DS005_042,Rider,DS005,Gig,Evening,Experienced,2025-06-14,7,True
R_DS005_043,Rider,DS005,Gig,Night,Experienced,2024-09-22,1,True
R_DS005_044,Rider,DS005,Gig,Morning,New,2025-03-17,2,True
R_DS005_045,Rider,DS005,Gig,Evening,Senior,2025-12-22,3,True
R_DS005_046,Rider,DS005,Gig,Night,Experienced,2025-11-16,4,True
R_DS005_047,Rider,DS005,Gig,Morning,Experienced,2026-01-13,5,True
R_DS005_048,Rider,DS005,Gig,Evening,Experienced,2025-01-21,6,True
R_DS005_049,Rider,DS005,Gig,Night,Senior,2024-10-16,7,True
R_DS005_050,Rider,DS005,Gig,Morning,Experienced,2026-03-03,1,True
R_DS005_051,Rider,DS005,Gig,Evening,New,2025-10-28,2,True
R_DS005_052,Rider,DS005,Gig,Night,Experienced,2024-08-09,3,True
R_DS005_053,Rider,DS005,Gig,Morning,Experienced,2025-10-20,4,True
R_DS005_054,Rider,DS005,Gig,Evening,Experienced,2024-12-23,5,True
R_DS005_055,Rider,DS005,Gig,Night,Experienced,2024-11-25,6,True
R_DS005_056,Rider,DS005,Gig,Morning,New,2025-02-25,7,True
R_DS005_057,Rider,DS005,Gig,Evening,Senior,2024-11-09,1,True
R_DS005_058,Rider,DS005,Gig,Night,Experienced,2025-07-09,2,True
R_DS005_059,Rider,DS005,Gig,Morning,Senior,2025-11-10,3,True
R_DS005_060,Rider,DS005,Gig,Evening,Experienced,2025-08-11,4,True
R_DS005_061,Rider,DS005,Gig,Night,Experienced,2026-04-14,5,True
R_DS005_062,Rider,DS005,Gig,Morning,Senior,2026-02-22,6,True
R_DS005_063,Rider,DS005,Gig,Evening,Experienced,2024-10-01,7,True
R_DS005_064,Rider,DS005,Gig,Night,Experienced,2025-03-13,1,True
R_DS005_065,Rider,DS005,Gig,Morning,Senior,2025-07-29,2,True
R_DS005_066,Rider,DS005,Gig,Evening,Experienced,2025-12-10,3,True
R_DS005_067,Rider,DS005,Gig,Night,Senior,2025-07-16,4,True
R_DS005_068,Rider,DS005,Regular,Morning,Experienced,2024-10-05,5,True
R_DS005_069,Rider,DS005,Gig,Evening,New,2025-04-26,6,True
R_DS005_070,Rider,DS005,Gig,Night,Experienced,2025-12-10,7,True
R_DS005_071,Rider,DS005,Gig,Morning,Experienced,2024-09-16,1,True
R_DS005_072,Rider,DS005,Gig,Evening,Experienced,2025-12-31,2,True
R_DS005_073,Rider,DS005,Gig,Night,Experienced,2026-03-10,3,True
R_DS005_074,Rider,DS005,Gig,Morning,Experienced,2024-11-12,4,True
R_DS005_075,Rider,DS005,Gig,Evening,Experienced,2026-03-16,5,True
R_DS005_076,Rider,DS005,Gig,Night,Experienced,2025-05-01,6,True
R_DS005_077,Rider,DS005,Gig,Morning,Senior,2025-06-19,7,True
R_DS005_078,Rider,DS005,Gig,Evening,Experienced,2026-03-22,1,True
R_DS005_079,Rider,DS005,Gig,Night,Senior,2026-06-04,2,True
R_DS005_080,Rider,DS005,Regular,Morning,Senior,2025-09-12,3,True
R_DS005_081,Rider,DS005,Regular,Evening,Experienced,2024-12-18,4,True
R_DS005_082,Rider,DS005,Gig,Night,New,2025-12-03,5,True
R_DS005_083,Rider,DS005,Gig,Morning,Experienced,2025-02-22,6,True
R_DS005_084,Rider,DS005,Gig,Evening,Experienced,2024-12-04,7,True
R_DS005_085,Rider,DS005,Gig,Night,Experienced,2024-08-31,1,True
R_DS005_086,Rider,DS005,Gig,Morning,Experienced,2025-09-13,2,True
R_DS005_087,Rider,DS005,Gig,Evening,New,2026-01-05,3,True
R_DS005_088,Rider,DS005,Gig,Night,Experienced,2025-05-18,4,True
R_DS005_089,Rider,DS005,Gig,Morning,Experienced,2025-04-02,5,True
R_DS005_090,Rider,DS005,Gig,Evening,Experienced,2025-05-20,6,True
R_DS005_091,Rider,DS005,Gig,Night,Experienced,2026-04-15,7,True
R_DS005_092,Rider,DS005,Gig,Morning,Senior,2026-05-12,1,True
R_DS005_093,Rider,DS005,Gig,Evening,Experienced,2026-06-12,2,True
R_DS005_094,Rider,DS005,Gig,Night,Experienced,2025-09-22,3,True
R_DS005_095,Rider,DS005,Gig,Morning,Experienced,2025-01-09,4,True
R_DS005_096,Rider,DS005,Regular,Evening,Experienced,2025-01-30,5,True
R_DS005_097,Rider,DS005,Gig,Night,Experienced,2025-09-08,6,True
R_DS005_098,Rider,DS005,Gig,Morning,Experienced,2025-02-13,7,True
R_DS005_099,Rider,DS005,Gig,Evening,Experienced,2025-10-11,1,True
R_DS005_100,Rider,DS005,Regular,Night,Experienced,2025-06-23,2,True
R_DS005_101,Rider,DS005,Regular,Morning,Senior,2025-02-21,3,True
R_DS005_102,Rider,DS005,Gig,Evening,Senior,2026-04-04,4,True
R_DS005_103,Rider,DS005,Gig,Night,Experienced,2025-07-30,5,True
R_DS005_104,Rider,DS005,Regular,Morning,Senior,2026-04-19,6,True
R_DS005_105,Rider,DS005,Gig,Evening,Experienced,2024-09-22,7,True
R_DS005_106,Rider,DS005,Gig,Night,Experienced,2025-11-16,1,True
R_DS005_107,Rider,DS005,Gig,Morning,Senior,2024-11-16,2,True
R_DS005_108,Rider,DS005,Regular,Evening,Experienced,2025-05-24,3,True
R_DS005_109,Rider,DS005,Gig,Night,Experienced,2024-10-29,4,True
R_DS005_110,Rider,DS005,Gig,Morning,Experienced,2025-10-26,5,True
R_DS005_111,Rider,DS005,Gig,Evening,Experienced,2026-04-02,6,True
R_DS005_112,Rider,DS005,Regular,Night,Senior,2025-12-18,7,True
R_DS005_113,Rider,DS005,Gig,Morning,New,2026-05-05,1,True
R_DS005_114,Rider,DS005,Gig,Evening,Experienced,2024-09-19,2,True
R_DS005_115,Rider,DS005,Gig,Night,Experienced,2026-02-17,3,True
R_DS005_116,Rider,DS005,Regular,Morning,Senior,2026-05-09,4,True
R_DS005_117,Rider,DS005,Gig,Evening,Senior,2025-02-06,5,True
R_DS005_118,Rider,DS005,Gig,Night,Experienced,2024-08-25,6,True
R_DS005_119,Rider,DS005,Regular,Morning,Experienced,2025-09-20,7,True
R_DS005_120,Rider,DS005,Regular,Evening,Senior,2026-01-27,1,True
R_DS005_121,Rider,DS005,Gig,Night,New,2025-12-28,2,True
R_DS005_122,Rider,DS005,Gig,Morning,Senior,2025-09-22,3,True
R_DS005_123,Rider,DS005,Gig,Evening,Senior,2025-10-19,4,True
R_DS005_124,Rider,DS005,Gig,Night,Experienced,2025-10-12,5,True
R_DS005_125,Rider,DS005,Gig,Morning,New,2026-02-01,6,True
R_DS005_126,Rider,DS005,Gig,Evening,Experienced,2025-07-27,7,True
R_DS005_127,Rider,DS005,Gig,Night,Experienced,2026-03-12,1,True
R_DS005_128,Rider,DS005,Gig,Morning,New,2025-10-22,2,True
R_DS005_129,Rider,DS005,Gig,Evening,Experienced,2024-09-24,3,True
R_DS005_130,Rider,DS005,Gig,Night,Experienced,2024-09-17,4,True
R_DS005_131,Rider,DS005,Gig,Morning,Senior,2025-12-26,5,True
R_DS005_132,Rider,DS005,Gig,Evening,Experienced,2025-05-25,6,True
R_DS005_133,Rider,DS005,Gig,Night,Experienced,2026-06-06,7,True
R_DS005_134,Rider,DS005,Gig,Morning,New,2025-05-27,1,True
R_DS005_135,Rider,DS005,Regular,Evening,Senior,2024-10-30,2,True
