Shift_ID,Worker_ID,Worker_Type,Store_ID,Shift_Date,Shift_Name,OD_Flag,Scheduled_Start,Scheduled_End,Actual_Login,Actual_Logout,Attendance_Status,Scheduled_Hours,Logged_Hours
SH00021707,R_DS004_149,Rider,DS004,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 16:03:00,Early Logout,9.0,8.05
SH00021708,R_DS004_152,Rider,DS004,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021709,R_DS004_153,Rider,DS004,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 00:21:00,Early Logout,9.0,8.35
SH00021710,R_DS004_154,Rider,DS004,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021711,R_DS004_155,Rider,DS004,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021712,R_DS004_156,Rider,DS004,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021713,R_DS004_157,Rider,DS004,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021714,R_DS004_159,Rider,DS004,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,,,Absent,9.0,0.0
SH00021715,R_DS004_160,Rider,DS004,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021716,P_DS005_001,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021717,P_DS005_002,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021718,P_DS005_003,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021719,P_DS005_005,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021720,P_DS005_006,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021721,P_DS005_007,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021722,P_DS005_008,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021723,P_DS005_009,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,,,Absent,9.0,0.0
SH00021724,P_DS005_010,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021725,P_DS005_012,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021726,P_DS005_013,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021727,P_DS005_014,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021728,P_DS005_015,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021729,P_DS005_016,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,,,Absent,9.0,0.0
SH00021730,P_DS005_017,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021731,P_DS005_019,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021732,P_DS005_020,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021733,P_DS005_021,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021734,P_DS005_022,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021735,P_DS005_023,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021736,P_DS005_024,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021737,P_DS005_026,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021738,P_DS005_027,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021739,P_DS005_028,Picker,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021740,P_DS005_029,Picker,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021741,P_DS005_030,Picker,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021742,R_DS005_001,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,,,Absent,9.0,0.0
SH00021743,R_DS005_002,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021744,R_DS005_003,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021745,R_DS005_005,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:44:00,2026-07-30 17:00:00,Late,9.0,8.266666666666667
SH00021746,R_DS005_006,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021747,R_DS005_008,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 16:36:00,Early Logout,9.0,8.6
SH00021748,R_DS005_009,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,,,Absent,9.0,0.0
SH00021749,R_DS005_010,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021750,R_DS005_012,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021751,R_DS005_013,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021752,R_DS005_014,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021753,R_DS005_015,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021754,R_DS005_017,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021755,R_DS005_020,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021756,R_DS005_021,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021757,R_DS005_022,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:16:00,2026-07-30 09:00:00,Late,9.0,8.733333333333333
SH00021758,R_DS005_023,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021759,R_DS005_024,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021760,R_DS005_026,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021761,R_DS005_027,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021762,R_DS005_028,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021763,R_DS005_029,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021764,R_DS005_030,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:36:00,2026-07-31 01:00:00,Late,9.0,8.4
SH00021765,R_DS005_031,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021766,R_DS005_033,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021767,R_DS005_034,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021768,R_DS005_035,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021769,R_DS005_036,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021770,R_DS005_037,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021771,R_DS005_038,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021772,R_DS005_040,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021773,R_DS005_041,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021774,R_DS005_042,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021775,R_DS005_043,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,,,Absent,9.0,0.0
SH00021776,R_DS005_044,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:32:00,2026-07-30 17:00:00,Late,9.0,8.466666666666667
SH00021777,R_DS005_045,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021778,R_DS005_047,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021779,R_DS005_048,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021780,R_DS005_049,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021781,R_DS005_050,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021782,R_DS005_051,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021783,R_DS005_052,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021784,R_DS005_054,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021785,R_DS005_055,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021786,R_DS005_056,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021787,R_DS005_057,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021788,R_DS005_058,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021789,R_DS005_059,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:27:00,2026-07-30 16:13:00,Late and Early Logout,9.0,7.766666666666667
SH00021790,R_DS005_061,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:19:00,2026-07-30 09:00:00,Late,9.0,8.683333333333334
SH00021791,R_DS005_062,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021792,R_DS005_063,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:36:00,2026-07-31 01:00:00,Late,9.0,8.4
SH00021793,R_DS005_064,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021794,R_DS005_065,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021795,R_DS005_066,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,,,Absent,9.0,0.0
SH00021796,R_DS005_068,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:12:00,2026-07-30 17:00:00,Late,9.0,8.8
SH00021797,R_DS005_069,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021798,R_DS005_070,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021799,R_DS005_071,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021800,R_DS005_072,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021801,R_DS005_073,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021802,R_DS005_075,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021803,R_DS005_076,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021804,R_DS005_077,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021805,R_DS005_078,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021806,R_DS005_079,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,,,Absent,9.0,0.0
SH00021807,R_DS005_080,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021808,R_DS005_082,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021809,R_DS005_083,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021810,R_DS005_084,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021811,R_DS005_085,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021812,R_DS005_086,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021813,R_DS005_089,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021814,R_DS005_090,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021815,R_DS005_091,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021816,R_DS005_092,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021817,R_DS005_093,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,,,Absent,9.0,0.0
SH00021818,R_DS005_094,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021819,R_DS005_096,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021820,R_DS005_097,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:23:00,2026-07-30 09:00:00,Late,9.0,8.616666666666667
SH00021821,R_DS005_098,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021822,R_DS005_099,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021823,R_DS005_100,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021824,R_DS005_101,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021825,R_DS005_103,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021826,R_DS005_104,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021827,R_DS005_105,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021828,R_DS005_106,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021829,R_DS005_107,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021830,R_DS005_108,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021831,R_DS005_110,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:26:00,2026-07-30 17:00:00,Late,9.0,8.566666666666666
SH00021832,R_DS005_111,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021833,R_DS005_112,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021834,R_DS005_113,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021835,R_DS005_114,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021836,R_DS005_115,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021837,R_DS005_117,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021838,R_DS005_118,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021839,R_DS005_119,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021840,R_DS005_120,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021841,R_DS005_121,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021842,R_DS005_122,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021843,R_DS005_124,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021844,R_DS005_125,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021845,R_DS005_126,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021846,R_DS005_127,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,2026-07-30 00:00:00,2026-07-30 09:00:00,Present,9.0,9.0
SH00021847,R_DS005_128,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,,,Absent,9.0,0.0
SH00021848,R_DS005_129,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021849,R_DS005_131,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 17:00:00,Present,9.0,9.0
SH00021850,R_DS005_132,Rider,DS005,2026-07-30,Evening,False,2026-07-30 16:00:00,2026-07-31 01:00:00,2026-07-30 16:00:00,2026-07-31 01:00:00,Present,9.0,9.0
SH00021851,R_DS005_133,Rider,DS005,2026-07-30,Night,False,2026-07-30 00:00:00,2026-07-30 09:00:00,,,Absent,9.0,0.0
SH00021852,R_DS005_134,Rider,DS005,2026-07-30,Morning,False,2026-07-30 08:00:00,2026-07-30 17:00:00,2026-07-30 08:00:00,2026-07-30 16:19:00,Early Logout,9.0,8.316666666666666
