Assignment_ID,Order_ID,Rider_ID,Rider_Shift_ID,Assigned_Time
RA_ORD000080752,ORD000080752,R_DS003_102,SH00002608,2026-07-04 23:16:40.660404602
RA_ORD000080744,ORD000080744,R_DS003_072,SH00002583,2026-07-04 23:16:59.190145664
RA_ORD000080783,ORD000080783,R_DS003_024,SH00002547,2026-07-04 23:18:02.889613662
RA_ORD000080778,ORD000080778,R_DS003_021,SH00002544,2026-07-04 23:18:13.949630155
RA_ORD000080781,ORD000080781,R_DS003_096,SH00002604,2026-07-04 23:18:45.737566892
RA_ORD000080823,ORD000080823,R_DS003_135,SH00002630,2026-07-04 23:18:52.706980749
RA_ORD000080721,ORD000080721,R_DS003_066,SH00002578,2026-07-04 23:19:33.480017505
RA_ORD000080732,ORD000080732,R_DS003_081,SH00002591,2026-07-04 23:19:40.297054812
RA_ORD000080722,ORD000080722,R_DS003_018,SH00002542,2026-07-04 23:19:42.257301529
RA_ORD000080740,ORD000080740,R_DS003_141,SH00002634,2026-07-04 23:20:03.108625053
RA_ORD000080749,ORD000080749,R_DS003_054,SH00002568,2026-07-04 23:20:29.481978105
RA_ORD000080800,ORD000080800,R_DS003_084,SH00002593,2026-07-04 23:20:54.040975139
RA_ORD000080787,ORD000080787,R_DS003_120,SH00002620,2026-07-04 23:21:12.271500153
RA_ORD000080913,ORD000080913,R_DS003_030,SH00002552,2026-07-04 23:21:31.146010027
RA_ORD000080895,ORD000080895,R_DS003_093,SH00002601,2026-07-04 23:22:41.363741601
RA_ORD000080890,ORD000080890,R_DS003_021,SH00002544,2026-07-04 23:23:47.250335695
RA_ORD000080852,ORD000080852,R_DS003_126,SH00002622,2026-07-04 23:24:24.659135514
RA_ORD000080905,ORD000080905,R_DS003_012,SH00002539,2026-07-04 23:24:30.858969621
RA_ORD000080918,ORD000080918,R_DS003_015,SH00002541,2026-07-04 23:24:40.205926062
RA_ORD000080846,ORD000080846,R_DS003_135,SH00002630,2026-07-04 23:24:45.012493841
RA_ORD000080885,ORD000080885,R_DS003_087,SH00002596,2026-07-04 23:24:52.709255030
RA_ORD000080856,ORD000080856,R_DS003_078,SH00002588,2026-07-04 23:25:33.498584854
RA_ORD000080879,ORD000080879,R_DS003_144,SH00002636,2026-07-04 23:25:46.083361889
RA_ORD000080872,ORD000080872,R_DS003_129,SH00002625,2026-07-04 23:25:46.379639617
RA_ORD000080880,ORD000080880,R_DS003_075,SH00002586,2026-07-04 23:26:26.193205252
RA_ORD000080897,ORD000080897,R_DS003_108,SH00002612,2026-07-04 23:27:32.699297421
RA_ORD000080904,ORD000080904,R_DS003_003,SH00002533,2026-07-04 23:27:52.743974526
RA_ORD000080901,ORD000080901,R_DS003_102,SH00002608,2026-07-04 23:27:59.149229941
RA_ORD000080887,ORD000080887,R_DS003_072,SH00002583,2026-07-04 23:28:11.539562931
RA_ORD000080909,ORD000080909,R_DS003_009,SH00002536,2026-07-04 23:28:57.143772671
RA_ORD000080838,ORD000080838,R_DS003_045,SH00002562,2026-07-04 23:30:17.508355536
RA_ORD000080847,ORD000080847,R_DS003_120,SH00002620,2026-07-04 23:30:31.395423909
RA_ORD000080893,ORD000080893,R_DS003_066,SH00002578,2026-07-04 23:30:59.336129966
RA_ORD000080857,ORD000080857,R_DS003_024,SH00002547,2026-07-04 23:31:19.534291168
RA_ORD000080870,ORD000080870,R_DS003_117,SH00002618,2026-07-04 23:31:31.794506621
RA_ORD000080889,ORD000080889,R_DS003_126,SH00002622,2026-07-04 23:31:36.362539273
RA_ORD000080869,ORD000080869,R_DS003_084,SH00002593,2026-07-04 23:31:50.980927027
RA_ORD000080888,ORD000080888,R_DS003_081,SH00002591,2026-07-04 23:32:43.014817713
RA_ORD000080866,ORD000080866,R_DS003_129,SH00002625,2026-07-04 23:33:26.391629473
RA_ORD000080892,ORD000080892,R_DS003_012,SH00002539,2026-07-04 23:33:51.615290042
RA_ORD000080845,ORD000080845,R_DS003_054,SH00002568,2026-07-04 23:34:24.823091877
RA_ORD000080882,ORD000080882,R_DS003_018,SH00002542,2026-07-04 23:35:00.485569510
RA_ORD000080858,ORD000080858,R_DS003_108,SH00002612,2026-07-04 23:36:10.469235687
RA_ORD000080917,ORD000080917,R_DS003_096,SH00002604,2026-07-04 23:36:37.659327357
RA_ORD000080859,ORD000080859,R_DS003_021,SH00002544,2026-07-04 23:37:15.156452696
RA_ORD000080835,ORD000080835,R_DS003_015,SH00002541,2026-07-04 23:37:36.192354376
RA_ORD000080894,ORD000080894,R_DS003_144,SH00002636,2026-07-04 23:37:43.550592946
RA_ORD000080828,ORD000080828,R_DS003_075,SH00002586,2026-07-04 23:37:49.922139252
RA_ORD000080862,ORD000080862,R_DS003_078,SH00002588,2026-07-04 23:37:59.883894176
RA_ORD000080867,ORD000080867,R_DS003_087,SH00002596,2026-07-04 23:38:16.658738479
RA_ORD000080839,ORD000080839,R_DS003_135,SH00002630,2026-07-04 23:38:18.124770066
RA_ORD000080902,ORD000080902,R_DS003_141,SH00002634,2026-07-04 23:38:44.132965299
RA_ORD000080906,ORD000080906,R_DS003_093,SH00002601,2026-07-04 23:39:32.144007829
RA_ORD000080896,ORD000080896,R_DS003_030,SH00002552,2026-07-04 23:39:55.651908995
RA_ORD000080837,ORD000080837,R_DS003_009,SH00002536,2026-07-04 23:40:09.771269222
RA_ORD000080910,ORD000080910,R_DS003_081,SH00002591,2026-07-04 23:40:28.075720245
RA_ORD000080912,ORD000080912,R_DS003_054,SH00002568,2026-07-04 23:40:52.105649459
RA_ORD000080841,ORD000080841,R_DS003_045,SH00002562,2026-07-04 23:40:58.065582688
RA_ORD000080884,ORD000080884,R_DS003_003,SH00002533,2026-07-04 23:41:03.342568273
RA_ORD000080865,ORD000080865,R_DS003_117,SH00002618,2026-07-04 23:41:31.997128978
RA_ORD000080908,ORD000080908,R_DS003_066,SH00002578,2026-07-04 23:42:05.330197430
RA_ORD000080833,ORD000080833,R_DS003_072,SH00002583,2026-07-04 23:42:50.815038443
RA_ORD000080851,ORD000080851,R_DS003_120,SH00002620,2026-07-04 23:43:22.108131652
RA_ORD000080863,ORD000080863,R_DS003_102,SH00002608,2026-07-04 23:43:26.905712164
RA_ORD000080914,ORD000080914,R_DS003_126,SH00002622,2026-07-04 23:43:30.377090928
RA_ORD000080842,ORD000080842,R_DS003_108,SH00002612,2026-07-04 23:43:31.492519587
RA_ORD000080830,ORD000080830,R_DS003_018,SH00002542,2026-07-04 23:44:14.206105336
RA_ORD000080911,ORD000080911,R_DS003_096,SH00002604,2026-07-04 23:44:57.392965966
RA_ORD000080878,ORD000080878,R_DS003_024,SH00002547,2026-07-04 23:45:32.246384804
RA_ORD000080916,ORD000080916,R_DS003_135,SH00002630,2026-07-04 23:45:35.797080549
RA_ORD000080919,ORD000080919,R_DS003_015,SH00002541,2026-07-04 23:46:34.048855579
RA_ORD000080877,ORD000080877,R_DS003_078,SH00002588,2026-07-04 23:47:15.790182981
RA_ORD000080843,ORD000080843,R_DS003_087,SH00002596,2026-07-04 23:47:18.717799608
RA_ORD000080848,ORD000080848,R_DS003_075,SH00002586,2026-07-04 23:47:21.879995435
RA_ORD000080868,ORD000080868,R_DS003_009,SH00002536,2026-07-04 23:47:40.092580601
RA_ORD000080861,ORD000080861,R_DS003_012,SH00002539,2026-07-04 23:47:45.058671429
RA_ORD000080891,ORD000080891,R_DS003_084,SH00002593,2026-07-04 23:48:57.450725695
RA_ORD000080849,ORD000080849,R_DS003_054,SH00002568,2026-07-04 23:49:51.740015592
RA_ORD000080840,ORD000080840,R_DS003_129,SH00002625,2026-07-04 23:50:23.675913758
RA_ORD000080873,ORD000080873,R_DS003_141,SH00002634,2026-07-04 23:50:38.066783819
RA_ORD000080871,ORD000080871,R_DS003_096,SH00002604,2026-07-04 23:50:49.027239755
RA_ORD000080907,ORD000080907,R_DS003_030,SH00002552,2026-07-04 23:51:29.157872491
RA_ORD000080854,ORD000080854,R_DS003_045,SH00002562,2026-07-04 23:51:33.027088499
RA_ORD000080883,ORD000080883,R_DS003_018,SH00002542,2026-07-04 23:52:09.491669884
RA_ORD000080875,ORD000080875,R_DS003_021,SH00002544,2026-07-04 23:52:17.890232368
RA_ORD000080899,ORD000080899,R_DS003_093,SH00002601,2026-07-04 23:53:09.306557120
RA_ORD000080874,ORD000080874,R_DS003_120,SH00002620,2026-07-04 23:54:32.300272772
RA_ORD000080853,ORD000080853,R_DS003_015,SH00002541,2026-07-04 23:55:00.650128414
RA_ORD000080886,ORD000080886,R_DS003_108,SH00002612,2026-07-04 23:55:11.488646798
RA_ORD000080829,ORD000080829,R_DS003_144,SH00002636,2026-07-04 23:55:47.193643877
RA_ORD000080898,ORD000080898,R_DS003_054,SH00002568,2026-07-04 23:56:37.841120764
RA_ORD000080915,ORD000080915,R_DS003_096,SH00002604,2026-07-04 23:56:49.371247426
RA_ORD000080836,ORD000080836,R_DS003_045,SH00002562,2026-07-04 23:56:52.595562804
RA_ORD000080844,ORD000080844,R_DS003_078,SH00002588,2026-07-04 23:57:02.075852078
RA_ORD000080881,ORD000080881,R_DS003_072,SH00002583,2026-07-04 23:57:14.821426261
RA_ORD000080860,ORD000080860,R_DS003_081,SH00002591,2026-07-04 23:57:32.930971579
RA_ORD000080900,ORD000080900,R_DS003_126,SH00002622,2026-07-04 23:57:40.926426285
RA_ORD000080834,ORD000080834,R_DS003_024,SH00002547,2026-07-04 23:58:06.671349466
RA_ORD000080903,ORD000080903,R_DS003_102,SH00002608,2026-07-04 23:58:06.986914674
RA_ORD000080855,ORD000080855,R_DS003_117,SH00002618,2026-07-04 23:58:28.364697279
RA_ORD000080876,ORD000080876,R_DS003_003,SH00002533,2026-07-04 23:58:36.547043570
RA_ORD000080832,ORD000080832,R_DS003_084,SH00002593,2026-07-04 23:58:42.208073394
RA_ORD000080864,ORD000080864,R_DS003_012,SH00002539,2026-07-04 23:58:52.145335303
RA_ORD000080831,ORD000080831,R_DS003_009,SH00002536,2026-07-04 23:58:52.801359590
RA_ORD000080850,ORD000080850,R_DS003_087,SH00002596,2026-07-04 23:59:15.364515947
RA_ORD000080921,ORD000080921,R_DS003_066,SH00002578,2026-07-04 23:59:39.978428493
RA_ORD000080953,ORD000080953,R_DS003_075,SH00002586,2026-07-04 23:59:48.367049132
RA_ORD000080922,ORD000080922,R_DS003_001,SH00003256,2026-07-05 00:00:00.000000000
RA_ORD000080957,ORD000080957,R_DS003_004,SH00003259,2026-07-05 00:00:00.000000000
RA_ORD000080974,ORD000080974,R_DS003_010,SH00003264,2026-07-05 00:00:00.000000000
RA_ORD000080948,ORD000080948,R_DS003_013,SH00003267,2026-07-05 00:00:00.000000000
RA_ORD000080944,ORD000080944,R_DS003_019,SH00003272,2026-07-05 00:00:00.000000000
RA_ORD000080954,ORD000080954,R_DS003_025,SH00003276,2026-07-05 00:00:00.000000000
RA_ORD000080958,ORD000080958,R_DS003_034,SH00003283,2026-07-05 00:00:00.000000000
RA_ORD000080934,ORD000080934,R_DS003_037,SH00003284,2026-07-05 00:00:00.000000000
RA_ORD000080941,ORD000080941,R_DS003_040,SH00003287,2026-07-05 00:00:00.000000000
RA_ORD000080942,ORD000080942,R_DS003_043,SH00003289,2026-07-05 00:00:00.000000000
RA_ORD000080929,ORD000080929,R_DS003_046,SH00003292,2026-07-05 00:00:00.000000000
RA_ORD000080978,ORD000080978,R_DS003_052,SH00003297,2026-07-05 00:00:00.000000000
RA_ORD000080939,ORD000080939,R_DS003_055,SH00003300,2026-07-05 00:00:00.000000000
RA_ORD000080937,ORD000080937,R_DS003_061,SH00003304,2026-07-05 00:00:00.000000000
RA_ORD000080968,ORD000080968,R_DS003_067,SH00003308,2026-07-05 00:00:00.000000000
RA_ORD000080943,ORD000080943,R_DS003_073,SH00003313,2026-07-05 00:00:00.000000000
RA_ORD000080965,ORD000080965,R_DS003_076,SH00003316,2026-07-05 00:00:00.000000000
RA_ORD000080972,ORD000080972,R_DS003_079,SH00003318,2026-07-05 00:00:00.000000000
RA_ORD000080945,ORD000080945,R_DS003_085,SH00003322,2026-07-05 00:00:00.000000000
RA_ORD000080982,ORD000080982,R_DS003_088,SH00003324,2026-07-05 00:00:00.000000000
RA_ORD000080969,ORD000080969,R_DS003_094,SH00003329,2026-07-05 00:00:00.000000000
RA_ORD000080955,ORD000080955,R_DS003_097,SH00003332,2026-07-05 00:00:00.000000000
RA_ORD000080933,ORD000080933,R_DS003_100,SH00003334,2026-07-05 00:00:00.000000000
RA_ORD000080964,ORD000080964,R_DS003_103,SH00003337,2026-07-05 00:00:00.000000000
RA_ORD000080936,ORD000080936,R_DS003_109,SH00003341,2026-07-05 00:00:00.000000000
RA_ORD000080980,ORD000080980,R_DS003_115,SH00003346,2026-07-05 00:00:00.000000000
RA_ORD000080926,ORD000080926,R_DS003_118,SH00003349,2026-07-05 00:00:00.000000000
RA_ORD000080956,ORD000080956,R_DS003_121,SH00003351,2026-07-05 00:00:00.000000000
RA_ORD000080951,ORD000080951,R_DS003_127,SH00003356,2026-07-05 00:00:00.000000000
RA_ORD000080959,ORD000080959,R_DS003_130,SH00003359,2026-07-05 00:00:00.000000000
RA_ORD000080940,ORD000080940,R_DS003_136,SH00003363,2026-07-05 00:00:00.000000000
RA_ORD000080975,ORD000080975,R_DS003_139,SH00003366,2026-07-05 00:00:00.000000000
RA_ORD000080946,ORD000080946,R_DS003_142,SH00003368,2026-07-05 00:00:00.000000000
RA_ORD000080977,ORD000080977,R_DS003_145,SH00003371,2026-07-05 00:00:00.000000000
RA_ORD000080949,ORD000080949,R_DS003_129,SH00002625,2026-07-05 00:00:01.650670946
RA_ORD000080966,ORD000080966,R_DS003_018,SH00002542,2026-07-05 00:00:39.347454655
RA_ORD000080927,ORD000080927,R_DS003_135,SH00002630,2026-07-05 00:01:02.818721530
RA_ORD000080950,ORD000080950,R_DS003_141,SH00002634,2026-07-05 00:01:09.124609742
RA_ORD000080935,ORD000080935,R_DS003_144,SH00002636,2026-07-05 00:01:51.045935384
RA_ORD000080928,ORD000080928,R_DS003_015,SH00002541,2026-07-05 00:03:35.588490727
RA_ORD000080925,ORD000080925,R_DS003_117,SH00002618,2026-07-05 00:03:38.986781260
RA_ORD000080981,ORD000080981,R_DS003_030,SH00002552,2026-07-05 00:04:58.676439217
RA_ORD000080971,ORD000080971,R_DS003_136,SH00003363,2026-07-05 00:05:27.993958459
RA_ORD000080931,ORD000080931,R_DS003_045,SH00002562,2026-07-05 00:05:33.949532513
RA_ORD000080979,ORD000080979,R_DS003_087,SH00002596,2026-07-05 00:05:39.214654636
RA_ORD000080938,ORD000080938,R_DS003_075,SH00002586,2026-07-05 00:05:52.559296863
RA_ORD000080970,ORD000080970,R_DS003_088,SH00003324,2026-07-05 00:07:12.556243852
RA_ORD000080920,ORD000080920,R_DS003_096,SH00002604,2026-07-05 00:07:17.694066651
RA_ORD000080973,ORD000080973,R_DS003_139,SH00003366,2026-07-05 00:07:26.074403280
RA_ORD000080932,ORD000080932,R_DS003_061,SH00003304,2026-07-05 00:07:48.156013800
RA_ORD000080983,ORD000080983,R_DS003_078,SH00002588,2026-07-05 00:08:03.198792306
RA_ORD000080976,ORD000080976,R_DS003_084,SH00002593,2026-07-05 00:08:26.559082781
RA_ORD000080960,ORD000080960,R_DS003_043,SH00003289,2026-07-05 00:08:31.452853078
RA_ORD000080930,ORD000080930,R_DS003_093,SH00002601,2026-07-05 00:08:49.592649597
RA_ORD000080962,ORD000080962,R_DS003_004,SH00003259,2026-07-05 00:09:01.291155374
RA_ORD000080952,ORD000080952,R_DS003_019,SH00003272,2026-07-05 00:09:06.935259924
RA_ORD000080947,ORD000080947,R_DS003_009,SH00002536,2026-07-05 00:09:15.822325543
RA_ORD000080923,ORD000080923,R_DS003_108,SH00002612,2026-07-05 00:09:26.790597696
RA_ORD000080961,ORD000080961,R_DS003_021,SH00002544,2026-07-05 00:09:34.756988433
RA_ORD000080963,ORD000080963,R_DS003_034,SH00003283,2026-07-05 00:09:42.517454665
RA_ORD000080924,ORD000080924,R_DS003_081,SH00002591,2026-07-05 00:09:53.545689258
RA_ORD000080967,ORD000080967,R_DS003_103,SH00003337,2026-07-05 00:09:54.733626599
RA_ORD000080986,ORD000080986,R_DS003_109,SH00003341,2026-07-05 00:09:55.178822934
RA_ORD000080999,ORD000080999,R_DS003_037,SH00003284,2026-07-05 00:09:55.914672708
RA_ORD000080984,ORD000080984,R_DS003_040,SH00003287,2026-07-05 00:10:30.990596534
RA_ORD000081015,ORD000081015,R_DS003_115,SH00003346,2026-07-05 00:10:42.993779583
RA_ORD000081020,ORD000081020,R_DS003_141,SH00002634,2026-07-05 00:10:57.725999808
RA_ORD000080998,ORD000080998,R_DS003_003,SH00002533,2026-07-05 00:11:07.319166553
RA_ORD000080994,ORD000080994,R_DS003_118,SH00003349,2026-07-05 00:11:09.892986706
RA_ORD000080989,ORD000080989,R_DS003_121,SH00003351,2026-07-05 00:11:24.079504473
RA_ORD000081026,ORD000081026,R_DS003_142,SH00003368,2026-07-05 00:11:29.998316283
RA_ORD000081005,ORD000081005,R_DS003_144,SH00002636,2026-07-05 00:11:38.698344144
RA_ORD000080997,ORD000080997,R_DS003_100,SH00003334,2026-07-05 00:11:51.960214648
RA_ORD000081021,ORD000081021,R_DS003_012,SH00002539,2026-07-05 00:11:56.344397485
RA_ORD000080990,ORD000080990,R_DS003_082,SH00003321,2026-07-05 00:12:00.000000000
RA_ORD000080996,ORD000080996,R_DS003_046,SH00003292,2026-07-05 00:12:00.110846532
RA_ORD000081024,ORD000081024,R_DS003_145,SH00003371,2026-07-05 00:12:03.962419434
RA_ORD000081022,ORD000081022,R_DS003_079,SH00003318,2026-07-05 00:12:25.658037732
RA_ORD000080991,ORD000080991,R_DS003_024,SH00002547,2026-07-05 00:12:48.772344113
RA_ORD000081009,ORD000081009,R_DS003_072,SH00002583,2026-07-05 00:12:52.545669854
RA_ORD000081002,ORD000081002,R_DS003_016,SH00003269,2026-07-05 00:13:00.000000000
RA_ORD000081025,ORD000081025,R_DS003_013,SH00003267,2026-07-05 00:13:05.374601401
RA_ORD000081001,ORD000081001,R_DS003_130,SH00003359,2026-07-05 00:13:06.708507642
RA_ORD000081000,ORD000081000,R_DS003_097,SH00003332,2026-07-05 00:13:11.310290697
RA_ORD000081014,ORD000081014,R_DS003_127,SH00003356,2026-07-05 00:13:32.457216383
RA_ORD000081006,ORD000081006,R_DS003_010,SH00003264,2026-07-05 00:13:38.269516030
RA_ORD000081019,ORD000081019,R_DS003_085,SH00003322,2026-07-05 00:13:51.151957550
RA_ORD000081027,ORD000081027,R_DS003_030,SH00002552,2026-07-05 00:14:03.143990016
RA_ORD000081013,ORD000081013,R_DS003_052,SH00003297,2026-07-05 00:14:12.502340448
RA_ORD000081003,ORD000081003,R_DS003_045,SH00002562,2026-07-05 00:14:18.156864591
RA_ORD000081023,ORD000081023,R_DS003_073,SH00003313,2026-07-05 00:14:19.323608367
RA_ORD000080987,ORD000080987,R_DS003_126,SH00002622,2026-07-05 00:14:20.224538146
RA_ORD000081016,ORD000081016,R_DS003_055,SH00003300,2026-07-05 00:14:21.303850064
RA_ORD000081008,ORD000081008,R_DS003_066,SH00002578,2026-07-05 00:14:30.554499582
RA_ORD000080988,ORD000080988,R_DS003_025,SH00003276,2026-07-05 00:14:41.316148203
RA_ORD000081012,ORD000081012,R_DS003_076,SH00003316,2026-07-05 00:14:41.873683433
RA_ORD000081010,ORD000081010,R_DS003_135,SH00002630,2026-07-05 00:14:45.327857057
RA_ORD000080985,ORD000080985,R_DS003_084,SH00002593,2026-07-05 00:14:59.322263304
RA_ORD000080995,ORD000080995,R_DS003_061,SH00003304,2026-07-05 00:15:07.535588926
RA_ORD000080993,ORD000080993,R_DS003_094,SH00003329,2026-07-05 00:15:16.420800296
RA_ORD000081004,ORD000081004,R_DS003_120,SH00002620,2026-07-05 00:15:37.157074505
RA_ORD000081011,ORD000081011,R_DS003_087,SH00002596,2026-07-05 00:15:58.275085688
RA_ORD000081017,ORD000081017,R_DS003_001,SH00003256,2026-07-05 00:16:03.783022925
RA_ORD000081007,ORD000081007,R_DS003_117,SH00002618,2026-07-05 00:17:01.846229130
RA_ORD000080992,ORD000080992,R_DS003_129,SH00002625,2026-07-05 00:17:04.174970012
RA_ORD000081018,ORD000081018,R_DS003_067,SH00003308,2026-07-05 00:17:27.723707516
RA_ORD000081053,ORD000081053,R_DS003_102,SH00002608,2026-07-05 00:17:32.060518633
RA_ORD000081043,ORD000081043,R_DS003_097,SH00003332,2026-07-05 00:18:05.440438127
RA_ORD000081057,ORD000081057,R_DS003_018,SH00002542,2026-07-05 00:19:29.557783184
RA_ORD000081047,ORD000081047,R_DS003_100,SH00003334,2026-07-05 00:19:34.116615894
RA_ORD000081046,ORD000081046,R_DS003_078,SH00002588,2026-07-05 00:19:37.111720211
RA_ORD000081031,ORD000081031,R_DS003_081,SH00002591,2026-07-05 00:20:04.461912295
RA_ORD000081048,ORD000081048,R_DS003_103,SH00003337,2026-07-05 00:20:04.764578143
RA_ORD000081036,ORD000081036,R_DS003_118,SH00003349,2026-07-05 00:20:12.274395942
RA_ORD000081058,ORD000081058,R_DS003_015,SH00002541,2026-07-05 00:20:22.911731998
RA_ORD000081030,ORD000081030,R_DS003_004,SH00003259,2026-07-05 00:20:26.445418662
RA_ORD000081054,ORD000081054,R_DS003_084,SH00002593,2026-07-05 00:20:28.448630643
RA_ORD000081041,ORD000081041,R_DS003_082,SH00003321,2026-07-05 00:20:38.224917353
RA_ORD000081044,ORD000081044,R_DS003_108,SH00002612,2026-07-05 00:20:42.905775834
RA_ORD000081034,ORD000081034,R_DS003_003,SH00002533,2026-07-05 00:21:01.064780505
RA_ORD000081028,ORD000081028,R_DS003_145,SH00003371,2026-07-05 00:21:03.526297721
RA_ORD000081033,ORD000081033,R_DS003_093,SH00002601,2026-07-05 00:21:08.429777893
RA_ORD000081037,ORD000081037,R_DS003_136,SH00003363,2026-07-05 00:21:15.577888204
RA_ORD000081032,ORD000081032,R_DS003_076,SH00003316,2026-07-05 00:21:19.341068290
RA_ORD000081055,ORD000081055,R_DS003_115,SH00003346,2026-07-05 00:21:22.046644853
RA_ORD000081045,ORD000081045,R_DS003_139,SH00003366,2026-07-05 00:21:22.964089323
RA_ORD000081040,ORD000081040,R_DS003_021,SH00002544,2026-07-05 00:21:25.005794049
RA_ORD000081052,ORD000081052,R_DS003_012,SH00002539,2026-07-05 00:21:33.561128897
RA_ORD000081050,ORD000081050,R_DS003_120,SH00002620,2026-07-05 00:21:41.297986062
RA_ORD000081051,ORD000081051,R_DS003_135,SH00002630,2026-07-05 00:22:07.152550280
RA_ORD000081035,ORD000081035,R_DS003_052,SH00003297,2026-07-05 00:22:07.552419431
RA_ORD000081038,ORD000081038,R_DS003_121,SH00003351,2026-07-05 00:22:07.631373035
RA_ORD000081042,ORD000081042,R_DS003_061,SH00003304,2026-07-05 00:22:14.240573293
RA_ORD000081029,ORD000081029,R_DS003_037,SH00003284,2026-07-05 00:22:29.960277298
RA_ORD000081049,ORD000081049,R_DS003_109,SH00003341,2026-07-05 00:22:36.458278845
RA_ORD000081056,ORD000081056,R_DS003_009,SH00002536,2026-07-05 00:22:46.932711909
RA_ORD000081039,ORD000081039,R_DS003_031,SH00003280,2026-07-05 00:23:00.000000000
RA_ORD000081080,ORD000081080,R_DS003_096,SH00002604,2026-07-05 00:23:05.698799906
RA_ORD000081064,ORD000081064,R_DS003_142,SH00003368,2026-07-05 00:23:33.930836258
RA_ORD000081078,ORD000081078,R_DS003_046,SH00003292,2026-07-05 00:24:03.898990552
RA_ORD000081086,ORD000081086,R_DS003_085,SH00003322,2026-07-05 00:24:06.363637538
RA_ORD000081087,ORD000081087,R_DS003_079,SH00003318,2026-07-05 00:24:19.594296006
RA_ORD000081090,ORD000081090,R_DS003_088,SH00003324,2026-07-05 00:24:31.340138137
RA_ORD000081070,ORD000081070,R_DS003_127,SH00003356,2026-07-05 00:24:33.622128319
RA_ORD000081071,ORD000081071,R_DS003_040,SH00003287,2026-07-05 00:24:34.999366165
RA_ORD000081063,ORD000081063,R_DS003_043,SH00003289,2026-07-05 00:24:37.516162567
RA_ORD000081081,ORD000081081,R_DS003_015,SH00002541,2026-07-05 00:25:20.051660179
RA_ORD000081061,ORD000081061,R_DS003_055,SH00003300,2026-07-05 00:25:29.499185085
RA_ORD000081082,ORD000081082,R_DS003_013,SH00003267,2026-07-05 00:25:36.847389268
RA_ORD000081085,ORD000081085,R_DS003_016,SH00003269,2026-07-05 00:25:58.106428898
RA_ORD000081073,ORD000081073,R_DS003_108,SH00002612,2026-07-05 00:26:11.995202765
RA_ORD000081062,ORD000081062,R_DS003_010,SH00003264,2026-07-05 00:26:21.207775466
RA_ORD000081074,ORD000081074,R_DS003_073,SH00003313,2026-07-05 00:26:23.063480478
RA_ORD000081079,ORD000081079,R_DS003_117,SH00002618,2026-07-05 00:26:30.501557499
RA_ORD000081072,ORD000081072,R_DS003_030,SH00002552,2026-07-05 00:26:37.922636458
RA_ORD000081068,ORD000081068,R_DS003_067,SH00003308,2026-07-05 00:26:45.558342684
RA_ORD000081077,ORD000081077,R_DS003_130,SH00003359,2026-07-05 00:27:12.155573039
RA_ORD000081069,ORD000081069,R_DS003_129,SH00002625,2026-07-05 00:27:17.060743982
RA_ORD000081076,ORD000081076,R_DS003_024,SH00002547,2026-07-05 00:27:18.303868155
RA_ORD000081065,ORD000081065,R_DS003_103,SH00003337,2026-07-05 00:27:28.614723441
RA_ORD000081060,ORD000081060,R_DS003_066,SH00002578,2026-07-05 00:27:36.110234060
RA_ORD000081089,ORD000081089,R_DS003_141,SH00002634,2026-07-05 00:28:06.101299525
RA_ORD000081067,ORD000081067,R_DS003_034,SH00003283,2026-07-05 00:28:10.032676047
RA_ORD000081088,ORD000081088,R_DS003_072,SH00002583,2026-07-05 00:28:27.733353378
RA_ORD000081084,ORD000081084,R_DS003_087,SH00002596,2026-07-05 00:28:56.306008886
RA_ORD000081059,ORD000081059,R_DS003_025,SH00003276,2026-07-05 00:29:05.705206583
RA_ORD000081066,ORD000081066,R_DS003_126,SH00002622,2026-07-05 00:29:06.779266372
RA_ORD000081075,ORD000081075,R_DS003_018,SH00002542,2026-07-05 00:29:08.120957173
RA_ORD000081083,ORD000081083,R_DS003_001,SH00003256,2026-07-05 00:29:19.762110515
RA_ORD000081099,ORD000081099,R_DS003_019,SH00003272,2026-07-05 00:29:33.478525478
RA_ORD000081095,ORD000081095,R_DS003_003,SH00002533,2026-07-05 00:29:54.588560901
RA_ORD000081096,ORD000081096,R_DS003_012,SH00002539,2026-07-05 00:30:26.446453076
RA_ORD000081092,ORD000081092,R_DS003_102,SH00002608,2026-07-05 00:30:35.354225526
RA_ORD000081094,ORD000081094,R_DS003_144,SH00002636,2026-07-05 00:30:45.890119485
RA_ORD000081091,ORD000081091,R_DS003_139,SH00003366,2026-07-05 00:30:55.603170760
RA_ORD000081093,ORD000081093,R_DS003_121,SH00003351,2026-07-05 00:31:10.757214779
RA_ORD000081098,ORD000081098,R_DS003_078,SH00002588,2026-07-05 00:31:12.155019273
RA_ORD000081097,ORD000081097,R_DS003_076,SH00003316,2026-07-05 00:31:13.273910398
RA_ORD000081103,ORD000081103,R_DS003_021,SH00002544,2026-07-05 00:36:10.000000000
RA_ORD000081104,ORD000081104,R_DS003_009,SH00002536,2026-07-05 00:39:55.000000000
RA_ORD000081102,ORD000081102,R_DS003_012,SH00002539,2026-07-05 00:41:33.000000000
RA_ORD000081105,ORD000081105,R_DS003_003,SH00002533,2026-07-05 00:55:01.000000000
RA_ORD000081101,ORD000081101,R_DS003_009,SH00002536,2026-07-05 00:55:50.000000000
