Issue_ID,Order_ID,Order_Item_ID,Store_ID,Product_ID,Issue_Type,Financial_Impact_INR,Probable_Process_Stage,Probable_Worker_ID,Root_Cause_Status,Resolution_Type
QI00002699,ORD000079339,ITEM0000295690,DS003,SKU0059,Missing Item,336.59,Inventory Accuracy / Putaway,P_DS003_008,Unconfirmed,Refund
QI00002700,ORD000079361,ITEM0000295781,DS003,SKU0084,Wrong Item,111.02,Shelf Placement / Picking Verification,P_DS003_008,Unconfirmed,Refund
QI00002701,ORD000079382,ITEM0000295874,DS003,SKU0084,Wrong Item,111.02,Shelf Placement / Picking Verification,P_DS003_032,Unconfirmed,Replacement
QI00002702,ORD000079390,ITEM0000295900,DS003,SKU0114,Missing Item,233.48,Inventory Accuracy / Putaway,P_DS003_029,Unconfirmed,Refund
QI00002703,ORD000079496,ITEM0000296281,DS003,SKU0064,Wrong Item,344.62,Picking,P_DS003_014,Unconfirmed,Replacement
QI00002704,ORD000079534,ITEM0000296433,DS003,SKU0209,Wrong Item,102.71,Picking,P_DS003_026,Unconfirmed,Refund
QI00002705,ORD000079601,ITEM0000296681,DS003,SKU0225,Wrong Item,138.75,Shelf Placement / Picking Verification,P_DS003_029,Unconfirmed,Refund
QI00002706,ORD000079614,ITEM0000296733,DS003,SKU0222,Wrong Item,58.51,Picking,P_DS003_026,Unconfirmed,Replacement
QI00002707,ORD000079646,ITEM0000296857,DS003,SKU0115,Wrong Item,141.88,Picking,P_DS003_017,Unconfirmed,Refund
QI00002708,ORD000079652,ITEM0000296884,DS003,SKU0208,Damaged Item,40.91,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002709,ORD000079732,ITEM0000297182,DS003,SKU0029,Wrong Item,49.37,Picking,P_DS003_026,Unconfirmed,Refund
QI00002710,ORD000079740,ITEM0000297209,DS003,SKU0131,Missing Item,255.32,Inventory Accuracy / Putaway,P_DS003_023,Unconfirmed,Refund
QI00002711,ORD000079780,ITEM0000297359,DS003,SKU0090,Missing Item,260.5,Inventory Accuracy / Putaway,P_DS003_029,Unconfirmed,Refund
QI00002712,ORD000079818,ITEM0000297501,DS003,SKU0275,Wrong Item,44.18,Picking,P_DS003_014,Unconfirmed,Refund
QI00002713,ORD000079840,ITEM0000297577,DS003,SKU0174,Missing Item,450.76,Inventory Accuracy / Putaway,P_DS003_014,Unconfirmed,Refund
QI00002714,ORD000079842,ITEM0000297587,DS003,SKU0064,Missing Item,344.62,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Replacement
QI00002715,ORD000079849,ITEM0000297618,DS003,SKU0023,Missing Item,500.79,Inventory Accuracy / Putaway,P_DS003_029,Unconfirmed,Refund
QI00002716,ORD000079876,ITEM0000297730,DS003,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002717,ORD000079954,ITEM0000298038,DS003,SKU0261,Missing Item,625.36,Inventory Accuracy / Putaway,P_DS003_026,Unconfirmed,Refund
QI00002718,ORD000079962,ITEM0000298069,DS003,SKU0057,Wrong Item,458.0,Picking,P_DS003_011,Unconfirmed,Refund
QI00002719,ORD000080004,ITEM0000298219,DS003,SKU0050,Missing Item,1026.16,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Replacement
QI00002720,ORD000080022,ITEM0000298279,DS003,SKU0177,Missing Item,351.44,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Replacement
QI00002721,ORD000080024,ITEM0000298289,DS003,SKU0150,Missing Item,178.21,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Replacement
QI00002722,ORD000080064,ITEM0000298452,DS003,SKU0227,Missing Item,248.05,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Replacement
QI00002723,ORD000080071,ITEM0000298478,DS003,SKU0249,Missing Item,489.26,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Refund
QI00002724,ORD000080116,ITEM0000298645,DS003,SKU0176,Damaged Item,206.65,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002725,ORD000080126,ITEM0000298694,DS003,SKU0160,Wrong Item,215.8,Shelf Placement / Picking Verification,P_DS003_030,Unconfirmed,Refund
QI00002726,ORD000080154,ITEM0000298798,DS003,SKU0195,Wrong Item,613.68,Picking,P_DS003_027,Unconfirmed,Replacement
QI00002727,ORD000080159,ITEM0000298816,DS003,SKU0113,Damaged Item,129.44,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002728,ORD000080177,ITEM0000298886,DS003,SKU0059,Missing Item,336.59,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Refund
QI00002729,ORD000080178,ITEM0000298890,DS003,SKU0029,Missing Item,49.37,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Refund
QI00002730,ORD000080189,ITEM0000298928,DS003,SKU0051,Wrong Item,50.3,Picking,P_DS003_030,Unconfirmed,Replacement
QI00002731,ORD000080232,ITEM0000299108,DS003,SKU0028,Wrong Item,414.17,Shelf Placement / Picking Verification,P_DS003_027,Unconfirmed,Refund
QI00002732,ORD000080251,ITEM0000299186,DS003,SKU0013,Wrong Item,286.53,Shelf Placement / Picking Verification,P_DS003_013,Unconfirmed,Refund
QI00002733,ORD000080270,ITEM0000299255,DS003,SKU0100,Wrong Item,191.45,Picking,P_DS003_015,Unconfirmed,Refund
QI00002734,ORD000080362,ITEM0000299617,DS003,SKU0188,Wrong Item,186.54,Picking,P_DS003_030,Unconfirmed,Refund
QI00002735,ORD000080413,ITEM0000299807,DS003,SKU0114,Missing Item,116.74,Inventory Accuracy / Putaway,P_DS003_012,Unconfirmed,Refund
QI00002736,ORD000080413,ITEM0000299808,DS003,SKU0193,Wrong Item,323.59,Picking,P_DS003_012,Unconfirmed,Refund
QI00002737,ORD000080425,ITEM0000299859,DS003,SKU0223,Missing Item,30.46,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Refund
QI00002738,ORD000080441,ITEM0000299937,DS003,SKU0166,Missing Item,493.94,Inventory Accuracy / Putaway,P_DS003_027,Unconfirmed,Refund
QI00002739,ORD000080479,ITEM0000300076,DS003,SKU0013,Wrong Item,286.53,Shelf Placement / Picking Verification,P_DS003_018,Unconfirmed,Refund
QI00002740,ORD000080501,ITEM0000300152,DS003,SKU0022,Missing Item,892.06,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Replacement
QI00002741,ORD000080607,ITEM0000300538,DS003,SKU0128,Damaged Item,78.55,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002742,ORD000080677,ITEM0000300826,DS003,SKU0121,Missing Item,422.82,Inventory Accuracy / Putaway,P_DS003_030,Unconfirmed,Replacement
QI00002743,ORD000080758,ITEM0000301131,DS003,SKU0098,Damaged Item,311.41,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002744,ORD000080845,ITEM0000301458,DS003,SKU0056,Missing Item,234.62,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Refund
QI00002745,ORD000080877,ITEM0000301573,DS003,SKU0104,Missing Item,181.45,Inventory Accuracy / Putaway,P_DS003_013,Unconfirmed,Replacement
QI00002746,ORD000080881,ITEM0000301593,DS003,SKU0032,Missing Item,807.46,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Refund
QI00002747,ORD000080883,ITEM0000301601,DS003,SKU0104,Missing Item,181.45,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Replacement
QI00002748,ORD000081095,ITEM0000302406,DS003,SKU0193,Damaged Item,323.59,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002749,ORD000081112,ITEM0000302470,DS003,SKU0236,Damaged Item,277.44,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002750,ORD000081151,ITEM0000302626,DS003,SKU0189,Missing Item,458.54,Inventory Accuracy / Putaway,P_DS003_010,Unconfirmed,Replacement
QI00002751,ORD000081189,ITEM0000302754,DS003,SKU0271,Wrong Item,296.94,Shelf Placement / Picking Verification,P_DS003_019,Unconfirmed,Replacement
QI00002752,ORD000081189,ITEM0000302756,DS003,SKU0010,Wrong Item,154.59,Picking,P_DS003_019,Unconfirmed,Refund
QI00002753,ORD000081208,ITEM0000302834,DS003,SKU0073,Damaged Item,152.37,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002754,ORD000081266,ITEM0000303062,DS003,SKU0011,Damaged Item,85.7,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002755,ORD000081277,ITEM0000303099,DS003,SKU0160,Missing Item,431.6,Inventory Accuracy / Putaway,P_DS003_011,Unconfirmed,Refund
QI00002756,ORD000081280,ITEM0000303109,DS003,SKU0244,Wrong Item,67.15,Picking,P_DS003_011,Unconfirmed,Refund
QI00002757,ORD000081359,ITEM0000303416,DS003,SKU0059,Wrong Item,336.59,Shelf Placement / Picking Verification,P_DS003_020,Unconfirmed,Replacement
QI00002758,ORD000081370,ITEM0000303463,DS003,SKU0148,Missing Item,347.32,Inventory Accuracy / Putaway,P_DS003_023,Unconfirmed,Replacement
QI00002759,ORD000081418,ITEM0000303644,DS003,SKU0198,Wrong Item,707.66,Shelf Placement / Picking Verification,P_DS003_011,Unconfirmed,Refund
QI00002760,ORD000081439,ITEM0000303724,DS003,SKU0012,Wrong Item,230.15,Picking,P_DS003_026,Unconfirmed,Refund
QI00002761,ORD000081446,ITEM0000303749,DS003,SKU0114,Missing Item,233.48,Inventory Accuracy / Putaway,P_DS003_029,Unconfirmed,Replacement
QI00002762,ORD000081468,ITEM0000303832,DS003,SKU0232,Missing Item,274.11,Inventory Accuracy / Putaway,P_DS003_023,Unconfirmed,Refund
QI00002763,ORD000081484,ITEM0000303894,DS003,SKU0278,Damaged Item,224.88,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002764,ORD000081558,ITEM0000304167,DS003,SKU0143,Missing Item,201.68,Inventory Accuracy / Putaway,P_DS003_011,Unconfirmed,Refund
QI00002765,ORD000081574,ITEM0000304231,DS003,SKU0158,Missing Item,290.48,Inventory Accuracy / Putaway,P_DS003_029,Unconfirmed,Refund
QI00002766,ORD000081575,ITEM0000304234,DS003,SKU0193,Missing Item,647.18,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002767,ORD000081671,ITEM0000304596,DS003,SKU0016,Damaged Item,413.32,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002768,ORD000081691,ITEM0000304675,DS003,SKU0143,Missing Item,201.68,Inventory Accuracy / Putaway,P_DS003_011,Unconfirmed,Refund
QI00002769,ORD000081693,ITEM0000304686,DS003,SKU0270,Wrong Item,511.98,Picking,P_DS003_005,Unconfirmed,Replacement
QI00002770,ORD000081762,ITEM0000304955,DS003,SKU0110,Wrong Item,486.38,Picking,P_DS003_026,Unconfirmed,Replacement
QI00002771,ORD000081780,ITEM0000305015,DS003,SKU0216,Wrong Item,225.65,Picking,P_DS003_023,Unconfirmed,Replacement
QI00002772,ORD000081824,ITEM0000305183,DS003,SKU0260,Damaged Item,568.34,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002773,ORD000081832,ITEM0000305212,DS003,SKU0042,Missing Item,606.5,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002774,ORD000081834,ITEM0000305217,DS003,SKU0256,Missing Item,208.54,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002775,ORD000081841,ITEM0000305246,DS003,SKU0290,Missing Item,416.48,Inventory Accuracy / Putaway,P_DS003_032,Unconfirmed,Refund
QI00002776,ORD000081921,ITEM0000305546,DS003,SKU0131,Missing Item,255.32,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Replacement
QI00002777,ORD000081924,ITEM0000305561,DS003,SKU0093,Missing Item,172.15,Inventory Accuracy / Putaway,P_DS003_026,Unconfirmed,Refund
QI00002778,ORD000081925,ITEM0000305565,DS003,SKU0018,Missing Item,584.08,Inventory Accuracy / Putaway,P_DS003_032,Unconfirmed,Replacement
QI00002779,ORD000082015,ITEM0000305896,DS003,SKU0013,Missing Item,286.53,Inventory Accuracy / Putaway,P_DS003_020,Unconfirmed,Refund
QI00002780,ORD000082044,ITEM0000306012,DS003,SKU0229,Wrong Item,235.69,Shelf Placement / Picking Verification,P_DS003_008,Unconfirmed,Replacement
QI00002781,ORD000082050,ITEM0000306038,DS003,SKU0181,Missing Item,412.97,Inventory Accuracy / Putaway,P_DS003_026,Unconfirmed,Refund
QI00002782,ORD000082059,ITEM0000306068,DS003,SKU0013,Missing Item,573.06,Inventory Accuracy / Putaway,P_DS003_011,Unconfirmed,Refund
QI00002783,ORD000082080,ITEM0000306140,DS003,SKU0148,Missing Item,347.32,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Refund
QI00002784,ORD000082082,ITEM0000306148,DS003,SKU0223,Missing Item,15.23,Inventory Accuracy / Putaway,P_DS003_026,Unconfirmed,Replacement
QI00002785,ORD000082115,ITEM0000306278,DS003,SKU0022,Wrong Item,446.03,Picking,P_DS003_029,Unconfirmed,Refund
QI00002786,ORD000082213,ITEM0000306633,DS003,SKU0131,Damaged Item,510.64,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002787,ORD000082236,ITEM0000306720,DS003,SKU0079,Damaged Item,226.06,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002788,ORD000082238,ITEM0000306727,DS003,SKU0221,Missing Item,557.08,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002789,ORD000082263,ITEM0000306814,DS003,SKU0224,Missing Item,334.03,Inventory Accuracy / Putaway,P_DS003_023,Unconfirmed,Refund
QI00002790,ORD000082281,ITEM0000306870,DS003,SKU0119,Damaged Item,364.04,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002791,ORD000082287,ITEM0000306892,DS003,SKU0057,Missing Item,229.0,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002792,ORD000082364,ITEM0000307188,DS003,SKU0298,Missing Item,158.44,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Refund
QI00002793,ORD000082438,ITEM0000307467,DS003,SKU0198,Missing Item,353.83,Inventory Accuracy / Putaway,P_DS003_006,Unconfirmed,Refund
QI00002794,ORD000082473,ITEM0000307593,DS003,SKU0175,Missing Item,137.34,Inventory Accuracy / Putaway,P_DS003_012,Unconfirmed,Refund
QI00002795,ORD000082614,ITEM0000308139,DS003,SKU0070,Wrong Item,78.06,Picking,P_DS003_006,Unconfirmed,Refund
QI00002796,ORD000082642,ITEM0000308233,DS003,SKU0186,Missing Item,104.06,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Refund
QI00002797,ORD000082700,ITEM0000308450,DS003,SKU0194,Missing Item,468.88,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Refund
QI00002798,ORD000082713,ITEM0000308501,DS003,SKU0050,Missing Item,513.08,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Replacement
QI00002799,ORD000082715,ITEM0000308518,DS003,SKU0158,Wrong Item,145.24,Picking,P_DS003_015,Unconfirmed,Refund
QI00002800,ORD000082735,ITEM0000308591,DS003,SKU0230,Missing Item,259.63,Inventory Accuracy / Putaway,P_DS003_027,Unconfirmed,Refund
QI00002801,ORD000082780,ITEM0000308783,DS003,SKU0079,Damaged Item,226.06,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002802,ORD000082784,ITEM0000308796,DS003,SKU0021,Missing Item,387.42,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Replacement
QI00002803,ORD000082801,ITEM0000308857,DS003,SKU0194,Missing Item,234.44,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Refund
QI00002804,ORD000082844,ITEM0000308993,DS003,SKU0022,Missing Item,446.03,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Replacement
QI00002805,ORD000082850,ITEM0000309015,DS003,SKU0228,Missing Item,705.6,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Replacement
QI00002806,ORD000082851,ITEM0000309024,DS003,SKU0116,Missing Item,32.73,Inventory Accuracy / Putaway,P_DS003_009,Unconfirmed,Refund
QI00002807,ORD000082866,ITEM0000309069,DS003,SKU0269,Wrong Item,399.24,Picking,P_DS003_018,Unconfirmed,Replacement
QI00002808,ORD000082923,ITEM0000309277,DS003,SKU0151,Damaged Item,103.12,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002809,ORD000082982,ITEM0000309485,DS003,SKU0225,Missing Item,277.5,Inventory Accuracy / Putaway,P_DS003_006,Unconfirmed,Refund
QI00002810,ORD000082988,ITEM0000309501,DS003,SKU0176,Damaged Item,413.3,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002811,ORD000083063,ITEM0000309764,DS003,SKU0113,Wrong Item,129.44,Picking,P_DS003_027,Unconfirmed,Refund
QI00002812,ORD000083067,ITEM0000309783,DS003,SKU0107,Missing Item,86.59,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Replacement
QI00002813,ORD000083074,ITEM0000309803,DS003,SKU0018,Missing Item,584.08,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Refund
QI00002814,ORD000083086,ITEM0000309840,DS003,SKU0128,Missing Item,78.55,Inventory Accuracy / Putaway,P_DS003_015,Unconfirmed,Replacement
QI00002815,ORD000083111,ITEM0000309926,DS003,SKU0113,Missing Item,64.72,Inventory Accuracy / Putaway,P_DS003_012,Unconfirmed,Refund
QI00002816,ORD000083111,ITEM0000309928,DS003,SKU0016,Missing Item,206.66,Inventory Accuracy / Putaway,P_DS003_012,Unconfirmed,Refund
QI00002817,ORD000083145,ITEM0000310059,DS003,SKU0012,Missing Item,230.15,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Refund
QI00002818,ORD000083161,ITEM0000310124,DS003,SKU0159,Missing Item,335.81,Inventory Accuracy / Putaway,P_DS003_012,Unconfirmed,Refund
QI00002819,ORD000083198,ITEM0000310283,DS003,SKU0013,Missing Item,286.53,Inventory Accuracy / Putaway,P_DS003_015,Unconfirmed,Refund
QI00002820,ORD000083207,ITEM0000310320,DS003,SKU0278,Missing Item,224.88,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Refund
QI00002821,ORD000083253,ITEM0000310500,DS003,SKU0264,Damaged Item,26.89,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002822,ORD000083269,ITEM0000310554,DS003,SKU0076,Missing Item,801.15,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Refund
QI00002823,ORD000083280,ITEM0000310597,DS003,SKU0035,Missing Item,311.65,Inventory Accuracy / Putaway,P_DS003_024,Unconfirmed,Replacement
QI00002824,ORD000083285,ITEM0000310616,DS003,SKU0260,Wrong Item,284.17,Picking,P_DS003_027,Unconfirmed,Refund
QI00002825,ORD000083294,ITEM0000310653,DS003,SKU0021,Missing Item,774.84,Inventory Accuracy / Putaway,P_DS003_018,Unconfirmed,Replacement
QI00002826,ORD000083414,ITEM0000311068,DS003,SKU0191,Missing Item,1319.26,Inventory Accuracy / Putaway,P_DS003_003,Unconfirmed,Replacement
QI00002827,ORD000083436,ITEM0000311149,DS003,SKU0029,Damaged Item,49.37,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002828,ORD000083454,ITEM0000311212,DS003,SKU0015,Missing Item,159.48,Inventory Accuracy / Putaway,P_DS003_031,Unconfirmed,Refund
QI00002829,ORD000083482,ITEM0000311309,DS003,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS003_010,Unconfirmed,Replacement
QI00002830,ORD000083521,ITEM0000311455,DS003,SKU0080,Missing Item,77.19,Inventory Accuracy / Putaway,P_DS003_016,Unconfirmed,Refund
QI00002831,ORD000083523,ITEM0000311466,DS003,SKU0125,Missing Item,109.95,Inventory Accuracy / Putaway,P_DS003_019,Unconfirmed,Refund
QI00002832,ORD000083567,ITEM0000311629,DS003,SKU0045,Missing Item,364.24,Inventory Accuracy / Putaway,P_DS003_025,Unconfirmed,Refund
QI00002833,ORD000083570,ITEM0000311639,DS003,SKU0131,Damaged Item,255.32,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002834,ORD000083637,ITEM0000311885,DS003,SKU0222,Missing Item,58.51,Inventory Accuracy / Putaway,P_DS003_013,Unconfirmed,Refund
QI00002835,ORD000083676,ITEM0000312014,DS003,SKU0126,Damaged Item,488.27,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002836,ORD000083723,ITEM0000312188,DS003,SKU0148,Missing Item,347.32,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Refund
QI00002837,ORD000083760,ITEM0000312317,DS003,SKU0299,Missing Item,138.9,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002838,ORD000083778,ITEM0000312386,DS003,SKU0297,Missing Item,26.2,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Replacement
QI00002839,ORD000083803,ITEM0000312488,DS003,SKU0063,Missing Item,189.87,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002840,ORD000083831,ITEM0000312588,DS003,SKU0004,Missing Item,240.08,Inventory Accuracy / Putaway,P_DS003_014,Unconfirmed,Refund
QI00002841,ORD000083920,ITEM0000312914,DS003,SKU0197,Missing Item,260.58,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002842,ORD000083950,ITEM0000313026,DS003,SKU0219,Wrong Item,344.59,Picking,P_DS003_014,Unconfirmed,Refund
QI00002843,ORD000083968,ITEM0000313097,DS003,SKU0205,Damaged Item,168.31,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002844,ORD000083989,ITEM0000313169,DS003,SKU0085,Wrong Item,469.4,Picking,P_DS003_017,Unconfirmed,Refund
QI00002845,ORD000084012,ITEM0000313254,DS003,SKU0090,Damaged Item,260.5,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002846,ORD000084020,ITEM0000313279,DS003,SKU0028,Missing Item,414.17,Inventory Accuracy / Putaway,P_DS003_026,Unconfirmed,Refund
QI00002847,ORD000084031,ITEM0000313318,DS003,SKU0198,Missing Item,353.83,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002848,ORD000084036,ITEM0000313340,DS003,SKU0029,Missing Item,49.37,Inventory Accuracy / Putaway,P_DS003_014,Unconfirmed,Refund
QI00002849,ORD000084046,ITEM0000313374,DS003,SKU0098,Missing Item,311.41,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Refund
QI00002850,ORD000084064,ITEM0000313453,DS003,SKU0029,Missing Item,98.74,Inventory Accuracy / Putaway,P_DS003_020,Unconfirmed,Refund
QI00002851,ORD000084151,ITEM0000313769,DS003,SKU0065,Damaged Item,21.72,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002852,ORD000084160,ITEM0000313801,DS003,SKU0005,Missing Item,321.98,Inventory Accuracy / Putaway,P_DS003_020,Unconfirmed,Replacement
QI00002853,ORD000084174,ITEM0000313854,DS003,SKU0287,Missing Item,193.29,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002854,ORD000084181,ITEM0000313883,DS003,SKU0242,Missing Item,217.44,Inventory Accuracy / Putaway,P_DS003_014,Unconfirmed,Refund
QI00002855,ORD000084189,ITEM0000313916,DS003,SKU0003,Missing Item,399.91,Inventory Accuracy / Putaway,P_DS003_023,Unconfirmed,Refund
QI00002856,ORD000084190,ITEM0000313924,DS003,SKU0011,Damaged Item,85.7,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002857,ORD000084198,ITEM0000313957,DS003,SKU0199,Damaged Item,277.04,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002858,ORD000084231,ITEM0000314084,DS003,SKU0158,Damaged Item,145.24,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002859,ORD000084237,ITEM0000314103,DS003,SKU0022,Missing Item,892.06,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002860,ORD000084246,ITEM0000314137,DS003,SKU0189,Damaged Item,458.54,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002861,ORD000084248,ITEM0000314151,DS003,SKU0074,Missing Item,467.08,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002862,ORD000084283,ITEM0000314289,DS003,SKU0166,Missing Item,493.94,Inventory Accuracy / Putaway,P_DS003_020,Unconfirmed,Refund
QI00002863,ORD000084287,ITEM0000314309,DS003,SKU0277,Damaged Item,745.62,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002864,ORD000084298,ITEM0000314351,DS003,SKU0037,Missing Item,151.9,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Refund
QI00002865,ORD000084306,ITEM0000314384,DS003,SKU0261,Missing Item,625.36,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Refund
QI00002866,ORD000084321,ITEM0000314442,DS003,SKU0202,Wrong Item,388.42,Picking,P_DS003_020,Unconfirmed,Replacement
QI00002867,ORD000084335,ITEM0000314495,DS003,SKU0036,Missing Item,501.4,Inventory Accuracy / Putaway,P_DS003_005,Unconfirmed,Refund
QI00002868,ORD000084350,ITEM0000314561,DS003,SKU0166,Wrong Item,493.94,Shelf Placement / Picking Verification,P_DS003_005,Unconfirmed,Replacement
QI00002869,ORD000084352,ITEM0000314570,DS003,SKU0144,Wrong Item,82.27,Picking,P_DS003_014,Unconfirmed,Refund
QI00002870,ORD000084366,ITEM0000314629,DS003,SKU0212,Missing Item,64.87,Inventory Accuracy / Putaway,P_DS003_017,Unconfirmed,Replacement
QI00002871,ORD000084446,ITEM0000314933,DS003,SKU0176,Damaged Item,413.3,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00002872,ORD000084512,ITEM0000315179,DS003,SKU0282,Damaged Item,482.72,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002873,ORD000084516,ITEM0000315196,DS003,SKU0223,Damaged Item,30.46,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002874,ORD000084549,ITEM0000315337,DS003,SKU0081,Wrong Item,43.96,Picking,P_DS003_003,Unconfirmed,Replacement
QI00002875,ORD000084597,ITEM0000315530,DS003,SKU0239,Damaged Item,173.98,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002876,ORD000084605,ITEM0000315558,DS003,SKU0079,Damaged Item,452.12,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00002877,ORD000084614,ITEM0000315589,DS003,SKU0195,Damaged Item,613.68,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002878,ORD000084669,ITEM0000315794,DS003,SKU0183,Damaged Item,284.0,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002879,ORD000084673,ITEM0000315808,DS003,SKU0141,Damaged Item,106.65,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002880,ORD000084683,ITEM0000315843,DS003,SKU0173,Damaged Item,451.68,Putaway / Picking Handling,,Unconfirmed,Refund
QI00002881,ORD000084735,ITEM0000316030,DS003,SKU0195,Missing Item,1227.36,Inventory Accuracy / Putaway,P_DS003_021,Unconfirmed,Refund
QI00002882,ORD000084738,ITEM0000316043,DS003,SKU0021,Wrong Item,387.42,Picking,P_DS003_030,Unconfirmed,Refund
QI00002883,ORD000084762,ITEM0000316141,DS003,SKU0240,Wrong Item,142.08,Shelf Placement / Picking Verification,P_DS003_030,Unconfirmed,Replacement
QI00002884,ORD000084775,ITEM0000316186,DS003,SKU0022,Missing Item,446.03,Inventory Accuracy / Putaway,P_DS003_027,Unconfirmed,Refund
QI00002885,ORD000084789,ITEM0000316241,DS003,SKU0063,Wrong Item,189.87,Shelf Placement / Picking Verification,P_DS003_030,Unconfirmed,Replacement
QI00002886,ORD000084796,ITEM0000316270,DS003,SKU0091,Damaged Item,615.48,Putaway / Picking Handling,,Unconfirmed,Replacement
